period_end,Revenue,OperatingIncome,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime,Ticker,Raw_Configuration,Configuration,Regime,Phase,Source_File,CostOfRevenue
2018-02-28,6129431000,623446000.0,0.1017135195746554,85.0753402709961,,,643590255.0,0,0.1017135195746554,,623445999.9999996,0.0,623445999.9999996,5505985000.000001,,,0.1132306026986996,0.0,0.1168892132833634,,14931424300.39,0.0417539537727633,23.9498277322976,,,0.0,0.0036108946579356,False,False,True,False,DG,,Normal,Normal_Regime,Normal_Production,DG_raw.csv,
2018-05-31,6114463000,490184000.0,0.0801679558777279,78.9215316772461,,,642018615.0,0,0.0801679558777279,,490183999.99999976,0.0,490183999.99999976,5624279000.0,,,0.0871549935556183,0.0,0.1141512743233399,,,0.0,inf,,,0.0,0.0214846208262462,False,False,False,False,DG,,Normal,Normal_Regime,Normal_Production,DG_raw.csv,
2018-08-31,6443309000,545476000.0,0.084657743404825,97.47698974609376,,,676547445.0,0,0.084657743404825,,545475999.9999995,0.0,545475999.9999995,5897833000.0,,,0.0924875288940869,0.0,0.1147111905338791,,,0.0,inf,,,0.0,0.0486380565402249,False,False,False,False,DG,,Normal,Normal_Regime,Normal_Production,DG_raw.csv,
2018-11-30,6417462000,442143000.0,0.0688968629654527,100.70632934570312,265534000.0,26740954456.48,673833510.0,0,0.0688968629654527,,442143000.0,0.0,442143000.0,5975319000.0,19649658946.48,3.475234620357507,0.0739948779303665,0.0,0.1127694621826884,3.2884702802444523,,0.0,inf,,,0.0,0.0131380457873255,True,True,False,False,DG,,Normal,Normal_Regime,Normal_Production,DG_raw.csv,
2019-02-28,6649809000,638503000.0,0.0960182465391111,107.77153778076172,262884000.0,28331412937.96,698229945.0,0,0.0960182465391111,,638502999.9999999,0.0,638502999.9999999,6011306000.0,20983373992.96,3.7130212532784057,0.1062170183983313,0.0,0.1161527869318247,3.4906514479482493,19649658946.48,0.0324943553340593,30.774575759988604,1333715046.4799995,0.0678747173227105,0.3237486854658872,0.0060226073285793,True,True,True,True,DG,C3,C3,Speculative_Regime,Accumulation_Phase,DG_raw.csv,
2019-05-31,6623185000,512237000.0,0.0773399806890491,116.09878540039062,259178000.0,30090251002.5,695434425.0,0,0.0773399806890491,,512236999.9999997,0.0,512236999.9999997,6110948000.0,22771631577.5,3.9239906807421696,0.0838228373077302,0.0,0.1138013979173116,3.726366445517128,20983373992.96,0.0244115650882387,40.96419039030764,1788257584.540001,0.0852225950478682,0.2226638582165691,0.0165757657321055,True,True,True,True,DG,C3,C3,Speculative_Regime,Accumulation_Phase,DG_raw.csv,
2019-08-31,6981753000,577775000.0,0.0827550043663819,142.70425415039062,233399008.0,33307031356.08,733084065.0,0,0.0827550043663819,,577775000.0,0.0,577775000.0,6403978000.0,25592194291.08,4.200990908475951,0.0902212655946038,0.0,0.1144732328874334,3.9962964099939136,22771631577.5,0.0253725780708169,39.41262875254208,2820562713.580002,0.1238630048962727,0.170016946135509,0.0479516435093212,True,True,True,True,DG,C3,C3,Speculative_Regime,Accumulation_Phase,DG_raw.csv,
2019-11-30,6991393000,491417000.0,0.0702888537377315,144.15188598632812,257068000.0,37056837026.73,734096265.0,0,0.0702888537377315,,491416999.9999998,0.0,491416999.9999998,6499976000.0,29331347761.730003,4.701072900381479,0.0756028945337644,0.0,0.1129383039260452,4.512531701921669,25592194291.08,0.0192018314026038,52.078365809648446,3739153470.6500015,0.1461052314671298,0.1161585661813822,0.0149903700481168,True,True,True,True,DG,C3,C3,Speculative_Regime,Accumulation_Phase,DG_raw.csv,
2020-01-31,7157642000,720875000.0,0.1007140340352311,140.82342529296875,254600000.0,35853644079.59,751552410.0,0,0.1007140340352311,,720874999.9999996,0.0,720874999.9999996,6436767000.000001,27944449669.59,4.570132347433113,0.1119933345420145,0.0,0.1167593001269115,4.341379712764186,29331347761.730003,0.0245769477030496,40.68853512984917,-1386898092.140007,-0.0472838174163124,0.3420078767909977,-0.0097244974442981,True,True,True,True,DG,C4,C4,Speculative_Regime,Partial_Absorption,DG_raw.csv,
2020-05-31,8448449000,866784000.0,0.1025968198423166,176.18853759765625,251515008.0,44314061443.38,887087145.0,0,0.1025968198423166,,866783999.9999998,0.0,866783999.9999998,7581665000.0,34978525298.38,4.844898375670779,0.1143263386076804,0.0,0.1170042655538064,4.613567771509292,27944449669.59,0.0310181095082813,32.23923107670424,7034075628.790001,0.2517163770251198,0.1097075559780253,0.1778684858407953,True,True,True,True,DG,C3,C3,Speculative_Regime,Accumulation_Phase,DG_raw.csv,
2020-07-31,8684241000,1042627000.0,0.1200596574876261,175.5007781982422,251722000.0,44177406889.62,911845305.0,0,0.1200596574876261,,1042626999.9999996,0.0,1042626999.9999996,7641614000.0,34581320584.62,4.781161792472115,0.1364406786315037,0.0,0.1193262712563078,4.525394842584302,34978525298.38,0.0298076317142017,33.548455294539664,-397204713.7599945,-0.0113556735274483,0.7241311536868922,0.0079071021998466,True,True,True,True,DG,C4,C4,Speculative_Regime,Partial_Absorption,DG_raw.csv,
2020-10-31,8199625000,773130000.0,0.0942884583136424,192.7059631347656,249034000.0,47990336823.3,860960625.0,0,0.0942884583136424,,773130000.0,0.0,773130000.0,7426495000.0,38929751198.3,5.4620439148346565,0.1041042914591607,0.0,0.1159309506032118,5.242008672772284,34581320584.62,0.0223568674339131,44.72898553234256,4348430613.68,0.1257450710431792,0.1509559406433505,-0.0281509900918837,True,True,True,True,DG,C3,C3,Speculative_Regime,Accumulation_Phase,DG_raw.csv,
2021-01-31,8414524000,872224000.0,0.1036569626517198,179.9953155517578,245000992.0,44099030865.53,883525020.0,0,0.1036569626517198,,872223999.9999999,0.0,872223999.9999999,7542300000.000001,34800981845.53,4.846894298228657,0.1156442994842421,0.0,0.1171426514458454,4.614107347298568,38929751198.3,0.0224050751199788,44.632744797552014,-4128769352.770004,-0.1060569160007963,0.1744101498389081,0.0155934932966359,True,True,True,True,DG,C4,C4,Speculative_Regime,Partial_Absorption,DG_raw.csv,
2021-04-30,8400964000,908850000.0,0.1081840131680126,199.0358428955078,239264000.0,47622111914.55,882101220.0,0,0.1081840131680126,,908849999.9999998,0.0,908849999.9999998,7492114000.0,38339046694.55,5.356298357786601,0.1213075508461296,0.0,0.1177372928388436,5.117253514101628,34800981845.53,0.026115642484861,38.291227205292415,3538064849.0200043,0.101665661754151,0.204377648517441,-0.0066539384537874,True,True,True,True,DG,C3,C3,Speculative_Regime,Accumulation_Phase,DG_raw.csv,
2021-07-31,8650198000,849568000.0,0.0982137056284723,216.0333251953125,236204992.0,51028149849.49,908270790.0,0,0.0982137056284723,,849567999.9999999,0.0,849567999.9999999,7800630000.0,41469681059.49,5.541542138197812,0.1089101777676931,0.0,0.1164355686656077,5.316196391764511,38339046694.55,0.0221593407569199,45.12769630512214,3130634364.939995,0.0816565521277038,0.2134484435976179,0.0411787647651917,True,True,True,True,DG,C3,C3,Speculative_Regime,Accumulation_Phase,DG_raw.csv,
2021-10-31,8517839000,665588000.0,0.0781404767101139,206.1209259033203,233310000.0,48090073222.5,894373095.0,0,0.0781404767101139,,665587999.9999999,0.0,665587999.9999999,7852251000.0,38677861127.5,5.124367805168225,0.0847639740502436,0.0,0.1139002172752755,4.925703613842706,41469681059.49,0.0160499908124488,62.30533161578935,-2791819931.989998,-0.0673219533081292,0.1925106938760634,0.0066175424292653,True,True,True,True,DG,C4,C4,Speculative_Regime,Partial_Absorption,DG_raw.csv,
2022-04-30,8751352000,746157000.0,0.0852619115309268,221.95167541503903,228784992.0,50779212284.22,918891960.0,0,0.0852619115309268,,746156999.9999993,0.0,746156999.9999993,8005195000.000001,41108968324.22,5.343282366540727,0.0932090973424131,0.0,0.1147869552209533,5.13528631397736,38677861127.5,0.0192915786511648,51.836089626579984,2431107196.720001,0.0628552646359103,0.234842604769941,0.0194777268327261,True,True,True,True,DG,C3,C3,Speculative_Regime,Accumulation_Phase,DG_raw.csv,
2022-07-31,9425713000,913426000.0,0.0969078943948325,232.65821838378903,226996992.0,52812715737.2,989699865.0,0,0.0969078943948325,,913425999.9999998,0.0,913425999.9999998,8512287000.0,42397302872.2,5.204292188127585,0.1073067672647785,0.0,0.1162672105628017,4.9807182103000045,41108968324.22,0.0222196283982597,45.00525310667751,1288334547.9799955,0.0313395008558498,0.4148616437141732,0.0633453651035358,True,True,True,True,DG,C3,C3,Speculative_Regime,Accumulation_Phase,DG_raw.csv,
2022-10-31,9464891000,735545000.0,0.0777129921517321,239.40689086914065,225572000.0,54003491187.13,993813555.0,0,0.0777129921517321,,735544999.9999998,0.0,735544999.9999998,8729346000.0,43544786632.13,5.186430367994348,0.0842611806199456,0.0,0.1138474239650942,4.988321763409309,42397302872.2,0.0173488630212441,57.64066491132427,1147483759.9300003,0.0270650178712761,0.3906180381585584,0.0254994926745304,True,True,True,True,DG,C3,C3,Speculative_Regime,Accumulation_Phase,DG_raw.csv,
2023-05-31,9342832000,740858000.0,0.0792969412272424,189.70281982421875,222268992.0,42165054541.89,980997360.0,0,0.0792969412272424,,740857999.9999995,0.0,740857999.9999995,8601974000.0,31841225181.89,3.901788187442789,0.086126510031302,0.0,0.1140432835532867,3.701618393858201,43544786632.13,0.0170137014623318,58.77615768761358,-11703561450.239998,-0.2687706693596334,0.0595333517133827,-0.0145912420014053,True,True,True,True,DG,C4,C4,Speculative_Regime,Partial_Absorption,DG_raw.csv,
2023-08-31,9796181000,692314000.0,0.0706718260922292,131.1139373779297,219340992.0,28758661089.5,1028599005.0,0,0.0706718260922292,,692314000.0,0.0,692314000.0,9103867000.0,17933881084.5,2.1589500472162,0.0760461461047267,0.0,0.1129848453409963,1.9699190557704764,31841225181.89,0.0217426935064596,45.99246177585604,-13907344097.39,-0.4367716385894577,0.0474198776013642,0.0583462586610934,True,True,True,True,DG,C4,C4,Speculative_Regime,Partial_Absorption,DG_raw.csv,
2023-11-30,9694082000,433474000.0,0.0447153221934784,124.8198013305664,219476000.0,27394950716.83,1017878610.0,0,0.0447153221934784,,433473999.99999946,0.0,433473999.99999946,9260608000.0,16682990106.830002,1.958223770710304,0.0468083737050525,0.0,0.1099148792390305,1.80150051776622,17933881084.5,0.024170674376482,41.3724492922298,-1250890977.6699982,-0.0697501545692262,0.2573515869462147,0.0172169694482575,True,True,True,True,DG,C4,C4,Speculative_Regime,Partial_Absorption,DG_raw.csv,
2024-05-31,9914021000,546104000.0,0.0550840067819101,131.38633728027344,239142000.0,31419991469.88,1040972205.0,0,0.0550840067819101,,546103999.9999992,0.0,546103999.9999992,9367917000.000002,20464998264.88,2.353999770693954,0.0582951364748427,0.0,0.1111209893298584,2.1845836448892526,16682990106.830002,0.0327341799343526,30.549108057860824,3782008158.0499954,0.2266984595586162,0.1261760278056295,0.0115876840915847,True,True,True,True,DG,C3,C3,Speculative_Regime,Accumulation_Phase,DG_raw.csv,
2024-08-31,10210361000,549962000.0,0.0538631298149007,79.98523712158203,219915008.0,17589954061.47,1072087905.0,0,0.0538631298149007,,549961999.9999993,0.0,549961999.9999993,9660399000.0,6307505156.470001,0.8208310093061375,0.0569295326207539,0.0,0.1109776009251791,0.6529238757602043,20464998264.88,0.0268732981494452,37.21165874165856,-14157493108.409996,-0.6917905843513158,0.0373934168723398,0.0312216685950568,False,True,True,False,DG,C4,Normal,Normal_Regime,Normal_Production,DG_raw.csv,
2024-11-30,10183428000,323802000.0,0.0317969548171794,75.01530456542969,219915008.0,16496991303.63,1069259940.0,0,0.0317969548171794,,323801999.9999996,0.0,323801999.9999996,9859626000.0,5244303363.629999,0.6731863159545808,0.0328412051329329,0.0,0.1084483265389579,0.5318967842826897,6307505156.470001,0.0513359865695639,19.479512654245525,-1063201792.840002,-0.1685613830611632,0.2334543003209739,0.0206230612213842,False,True,True,False,DG,C4,Normal,Normal_Regime,Normal_Production,DG_raw.csv,
2025-05-31,10435979000,576113000.0,0.0552044997407526,95.76647186279295,219947008.0,21063548952.94,1095777795.0,0,0.0552044997407526,,576112999.9999996,0.0,576112999.9999996,9859866000.0,9531792157.94,1.1362916040583106,0.0584301044253542,0.0,0.1111351609646622,0.9667263386682942,5244303363.629999,0.1098550102946802,9.102907526179765,4287488794.31,0.8175516359416493,0.1184539821237015,2.4341694096818856e-05,False,True,True,False,DG,C3,Normal,Normal_Regime,Normal_Production,DG_raw.csv,
2025-08-31,10727737000,595428000.0,0.0555035978231009,107.64698791503906,226076000.0,24336400439.88,1126412385.0,0,0.0555035978231009,,595427999.999999,0.0,595427999.999999,10132309000.000002,12482251054.88,1.4018612578712313,0.058765282424766,0.0,0.1111703546546004,1.2319256207918647,9531792157.94,0.0624675811362511,16.008303536179042,2950458896.9400024,0.309538736058388,0.1679207536241035,0.0276315114221634,True,True,True,True,DG,C3,C3,Speculative_Regime,Accumulation_Phase,DG_raw.csv,
2025-10-31,10649450000,425851000.0,0.0399880745015,98.24102020263672,220106028.0,21623440743.47,1118192250.0,0,0.0399880745015,,425850999.9999992,0.0,425850999.9999992,10223599000.0,9855798493.47,1.1150517291875397,0.0416537268333782,0.0,0.1093736413175047,0.9640243610366566,12482251054.88,0.0341165225829607,29.311310892495325,-2626452561.41,-0.2104149764223156,0.1395179055530371,0.0090097923385477,False,True,True,False,DG,C4,Normal,Normal_Regime,Normal_Production,DG_raw.csv,
2017-04-30,5287100000,388800000.0,0.073537478012521,82.7699966430664,236560992.0,19580152513.72,555145500.0,0,0.073537478012521,,388799999.99999976,0.0,388799999.99999976,4898300000.0,13737907013.72,2.9973363235653188,0.0793744768593184,0.0,0.1133343200702284,2.804627526635772,,0.0,inf,,,0.0,,True,True,False,False,DLTR,,Normal,Normal_Regime,Normal_Production,DLTR_raw.csv,3660000000.0
2017-07-31,5281200000,419500000.0,0.0794327046883284,72.08000183105469,236688992.0,17060542976.75,554526000.0,0,0.0794327046883284,,419500000.0,0.0,419500000.0,4861700000.0,11224816976.75,2.5091723012012257,0.0862866898410021,0.0,0.1140601024333052,2.3088255089269185,13737907013.72,0.0305359469663789,32.74828847132301,-2513090036.970001,-0.1829310705379055,0.1430476113986372,-0.0074719800747198,True,True,True,True,DLTR,C4,C4,Speculative_Regime,Partial_Absorption,DLTR_raw.csv,3653400000.0
2017-10-31,5316600000,425200000.0,0.0799759244630026,91.25,236844992.0,21612105520.0,558243000.0,0,0.0799759244630026,,425199999.9999997,0.0,425199999.9999997,4891400000.0,15737262520.0,3.418388502269289,0.0869280778509219,0.0,0.1141274481743468,3.21733297624402,11224816976.75,0.0378803503772683,26.398911045978387,4512445543.25,0.4020061576591087,0.0861139173064515,0.0061089742271223,True,True,True,True,DLTR,C3,C3,Speculative_Regime,Accumulation_Phase,DLTR_raw.csv,3650600000.0
2018-02-28,6360600000,765600000.0,0.1203660032072446,102.63999938964844,,,667863000.0,0,0.1203660032072446,,765600000.0,0.0,765600000.0,5595000000.0,,,0.1368364611260053,0.0,0.1193678284182305,,15737262520.0,0.0486488675541265,20.555463061651,,,0.0,0.1438442981559471,False,False,True,False,DLTR,,Normal,Normal_Regime,Normal_Production,DLTR_raw.csv,
2018-05-31,5553700000,437600000.0,0.0787943173019788,82.58999633789062,,,583138500.0,0,0.0787943173019788,,437599999.9999997,0.0,437599999.9999997,5116100000.0,,,0.0855339027775062,0.0,0.1139810597916381,,,0.0,inf,,,0.0,-0.0855942806076854,False,False,False,False,DLTR,,Normal,Normal_Regime,Normal_Production,DLTR_raw.csv,3854100000.0
2018-08-31,5525600000,382500000.0,0.069223251773563,80.51000213623047,,,580188000.0,0,0.069223251773563,,382499999.99999976,0.0,382499999.99999976,5143100000.0,,,0.074371488013066,0.0,0.1128090062413719,,,0.0,inf,,,0.0,0.005277457438283,False,False,False,False,DLTR,,Normal,Normal_Regime,Normal_Production,DLTR_raw.csv,3861700000.0
2018-11-30,5538800000,387800000.0,0.0700151657398714,86.7699966430664,237888000.0,20641540961.43,581574000.0,0,0.0700151657398714,,387799999.99999976,0.0,387799999.99999976,5151000000.0,14521166961.43,3.0072880919103087,0.0752863521646281,0.0,0.1129050669772859,2.8190966727683944,,0.0,inf,,,0.0,0.0015360385759561,True,True,False,False,DLTR,,Normal,Normal_Regime,Normal_Production,DLTR_raw.csv,
2019-02-28,6205200000,-2147400000.0,-0.3460645909882034,96.33000183105467,237970000.0,22923650535.74,651546000.0,0,-0.3460645909882034,,0.0,0.0,0.0,6205200000.0,16066904535.740002,2.6942645741861666,0.0,0.0,0.105,2.589264574186166,14521166961.43,0.0,inf,1545737574.3100014,0.1064472007253735,0.0,0.2046592894583576,True,True,True,True,DLTR,C2,C2,Speculative_Regime,Accumulation_Phase,DLTR_raw.csv,
2019-05-31,5808700000,385500000.0,0.0663659682889458,101.58999633789062,238522000.0,24231449106.51,609913500.0,0,0.0663659682889458,,385499999.99999946,0.0,385499999.99999946,5423200000.000001,17812835606.51,3.468109069647071,0.0710834931405811,0.0,0.112463766779761,3.284561809726729,16066904535.740002,0.02399342070792,41.67809218090797,1745931070.7699966,0.1086663001504902,0.180864399176059,-0.1260233352671951,True,True,True,True,DLTR,C3,C3,Speculative_Regime,Accumulation_Phase,DLTR_raw.csv,
2019-08-31,5740600000,268900000.0,0.0468417935407448,101.52999877929688,242274000.0,24598078924.26,602763000.0,0,0.0468417935407448,,268899999.99999964,0.0,268899999.99999964,5471700000.0,18254715924.26,3.49550942563737,0.0491437761573185,0.0,0.1101600964965184,3.3362055529835333,17812835606.51,0.0150958559288407,66.24334550580149,441880317.75,0.0248068486967065,0.3783166096258998,0.0089430594482959,True,True,True,True,DLTR,C3,C3,Speculative_Regime,Accumulation_Phase,DLTR_raw.csv,
2019-11-30,5746200000,358400000.0,0.0623716543106748,91.45999908447266,236662000.0,21645106303.33,603351000.0,0,0.0623716543106748,,358399999.9999995,0.0,358399999.9999995,5387800000.0,15295555303.330002,3.017429433781878,0.0665206577823971,0.0,0.1119846690671517,2.8389241069323288,18254715924.26,0.019633282790432,50.93391719938623,-2959160620.9299965,-0.1621038986970679,0.1080311834360786,-0.0153334429884679,True,True,True,True,DLTR,C4,C4,Speculative_Regime,Partial_Absorption,DLTR_raw.csv,
2020-02-29,6315300000,249400000.0,0.0394913939163618,83.02999877929688,236662000.0,19650045571.11,663106500.0,0,0.0394913939163618,,249399999.99999967,0.0,249399999.99999967,6065900000.0,12671639071.11,2.23942787898086,0.041115085972403,0.0,0.1093170840271023,2.0889957089813547,15295555303.330002,0.0163053903604076,61.32941180164404,-2623916232.220001,-0.1715476280647847,0.0867986604479335,0.1258584208767956,True,True,True,True,DLTR,C4,C4,Speculative_Regime,Partial_Absorption,DLTR_raw.csv,
2020-05-31,6286800000,365900000.0,0.0582013106827002,97.87000274658205,237231008.0,23217799404.53,660114000.0,0,0.0582013106827002,,365899999.9999997,0.0,365899999.9999997,5920900000.000001,16270885404.53,2.9213294270347405,0.0617980374605211,0.0,0.1114887939333547,2.748042595640865,12671639071.11,0.0288755067869801,34.631426813637646,3599246333.419998,0.2840395242653257,0.092279065949227,-0.0239041197513969,True,True,True,True,DLTR,C3,C3,Speculative_Regime,Accumulation_Phase,DLTR_raw.csv,
2020-08-31,6277600000,374900000.0,0.0597202752644322,96.2699966430664,237308000.0,22845640363.37,659148000.0,0,0.0597202752644322,,374899999.9999996,0.0,374899999.9999996,5902700000.0,15908892363.37,2.870371247627357,0.063513307469463,0.0,0.1116688972842936,2.6951890428736,16270885404.53,0.0230411554552294,43.40060123907713,-361993041.1599999,-0.0222479006003703,0.5087576881033385,-0.0030738570149809,True,True,True,True,DLTR,C4,C4,Speculative_Regime,Partial_Absorption,DLTR_raw.csv,
2020-10-31,6177000000,465500000.0,0.0753602072203335,90.31999969482422,237308000.0,21433658487.58,648585000.0,0,0.0753602072203335,,465500000.0,0.0,465500000.0,5711500000.0,14608073487.580002,2.75271968617351,0.0815022323382649,0.0,0.1135577343955178,2.557659719439727,15908892363.37,0.0292603651698472,34.175923444403864,-1300818875.789997,-0.0817667783575627,0.2635424477314733,-0.0323919562234231,True,True,True,True,DLTR,C4,C4,Speculative_Regime,Partial_Absorption,DLTR_raw.csv,
2021-01-31,6767900000,681600000.0,0.1007107079005304,101.66000366210938,235192000.0,23909619581.3,710629500.0,0,0.1007107079005304,,681599999.9999996,0.0,681599999.9999996,6086300000.0,16431090081.3,2.9284326407341075,0.1119892216946255,0.0,0.1167588682779356,2.699684550761546,14608073487.580002,0.0466591300063972,21.43203269891433,1823016593.7199967,0.124795141212149,0.272137460763066,0.0656219907204762,True,True,True,True,DLTR,C3,C3,Speculative_Regime,Accumulation_Phase,DLTR_raw.csv,
2021-05-31,6476800000,519900000.0,0.0802711215415019,97.5,231954000.0,22615515000.0,680064000.0,0,0.0802711215415019,,519899999.9999995,0.0,519899999.9999995,5956900000.0,15458651000.0,2.7965241988282497,0.0872769393476471,0.0,0.1141640786315029,2.5950831808490995,16431090081.3,0.0316412360608801,31.60432791171382,-972439081.2999992,-0.0591828707948427,0.3483792701770611,-0.021260864564678,True,True,True,True,DLTR,C4,C4,Speculative_Regime,Partial_Absorption,DLTR_raw.csv,
2021-07-31,6340200000,402200000.0,0.0634364846534809,99.79000091552734,231954000.0,23146689872.36,665721000.0,0,0.0634364846534809,,402199999.9999996,0.0,402199999.9999996,5938000000.0,16140768872.36,2.898061615419333,0.0677332435163353,0.0,0.1121119905692152,2.7182163813337827,15458651000.0,0.0260177941788063,38.435233714569904,682117872.3600006,0.0441253167795819,0.3709244403807694,-0.0031727912169081,True,True,True,True,DLTR,C3,C3,Speculative_Regime,Accumulation_Phase,DLTR_raw.csv,
2021-10-31,6415400000,310500000.0,0.0483991645103968,107.76000213623048,224912000.0,24236517600.46,673617000.0,0,0.0483991645103968,,310499999.99999964,0.0,310499999.99999964,6104900000.0,17147500600.46,2.9700105817392584,0.0508607839604251,0.0,0.1103403823158446,2.808809415462989,16140768872.36,0.0192370018092329,51.98315256798718,1006731728.0999984,0.0623719809174617,0.2357216223814098,0.0281071067699563,True,True,True,True,DLTR,C3,C3,Speculative_Regime,Accumulation_Phase,DLTR_raw.csv,
2022-04-30,6900100000,731500000.0,0.1060129563339661,162.4499969482422,225110000.0,36569118813.02,724510500.0,0,0.1060129563339661,,731499999.9999994,0.0,731499999.9999994,6168600000.0,28944508313.02,4.928268782709204,0.118584443795999,0.0,0.1174513665985799,4.692232972314625,17147500600.46,0.0426592782845784,23.441559262419705,11797007712.559998,0.6879724332678274,0.0583868419753344,0.0104342413471145,True,True,True,True,DLTR,C3,C3,Speculative_Regime,Accumulation_Phase,DLTR_raw.csv,
2022-07-31,6765300000,505400000.0,0.0747047433225429,165.36000061035156,224556000.0,37132580297.06,710356500.0,0,0.0747047433225429,,505399999.99999946,0.0,505399999.99999946,6259900000.0,29656923797.06,4.9318168496397705,0.0807361139954311,0.0,0.1134772919695202,4.737603443674819,28944508313.02,0.0174609979390341,57.27049527704794,712415484.0400009,0.0246131485923199,0.4150053982918475,0.0148007651655157,True,True,True,True,DLTR,C3,C3,Speculative_Regime,Accumulation_Phase,DLTR_raw.csv,
2022-10-31,6936600000,381300000.0,0.0549692933137271,158.5,223936992.0,35494013232.0,728343000.0,0,0.0549692933137271,,381299999.9999994,0.0,381299999.9999994,6555300000.0,27829070232.0,4.414552077250469,0.0581666742940825,0.0,0.1111075008008786,4.245277902155507,29656923797.06,0.0128570313836055,77.77845212971425,-1827853565.0599976,-0.0616332825874947,0.1726000428538085,0.0471892522244763,True,True,True,True,DLTR,C4,C4,Speculative_Regime,Partial_Absorption,DLTR_raw.csv,
2023-04-30,7319500000,419700000.0,0.0573399822392239,153.7100067138672,221228000.0,34004957365.3,768547500.0,0,0.0573399822392239,,419699999.99999934,0.0,419699999.99999934,6899800000.000001,25916909865.3,3.9283975427258753,0.0608278500826109,0.0,0.1113869242586741,3.75618276838459,27829070232.0,0.0150813518562109,66.30705320943542,-1912160366.7000008,-0.0687108965825689,0.1799850479872214,0.0525528961298493,True,True,True,True,DLTR,C4,C4,Speculative_Regime,Partial_Absorption,DLTR_raw.csv,
2023-07-31,7320100000,287800000.0,0.0393164027813827,154.3300018310547,220384992.0,34012016218.9,768610500.0,0,0.0393164027813827,,287799999.9999995,0.0,287799999.9999995,7032300000.0,25923305718.9,3.836542271930947,0.0409254440225814,0.0,0.109297171622371,3.686319656285995,25916909865.3,0.0111047189458853,90.05180634225171,6395853.600002289,0.0002467830321301,0.9782598785069953,0.0192034551726134,True,True,True,True,DLTR,C3,C3,Speculative_Regime,Accumulation_Phase,DLTR_raw.csv,
2023-10-31,7309100000,301700000.0,0.0412773118441395,111.08999633789062,220006000.0,24440465734.31,767455500.0,0,0.0412773118441395,,301700000.0,0.0,301700000.0,7007400000.0,16363910234.31,2.4878079935939152,0.043054485258441,0.0,0.1095207209521363,2.3352327873833376,25923305718.9,0.0116381762137703,85.92411574047067,-9559395484.59,-0.368756808574012,0.0305949780601423,-0.0035408045731837,True,True,True,True,DLTR,C4,C4,Speculative_Regime,Partial_Absorption,DLTR_raw.csv,
2024-02-29,4961400000,,,146.67999267578125,217872000.0,31957463364.26,520947000.0,0,,,,0.0,,,,,,,,,16363910234.31,0.0,inf,,,0.0,,False,False,False,False,DLTR,,Normal,Normal_Regime,Normal_Production,DLTR_raw.csv,
2024-05-31,7626400000,420600000.0,0.055150529738802,117.9499969482422,218220000.0,25739048334.05,800772000.0,0,0.055150529738802,,420599999.9999996,0.0,420599999.9999996,7205800000.000001,17311876334.05,2.571990387472591,0.0583696466735129,0.0,0.1111288129007188,2.4024919278983594,,0.0,inf,,,0.0,,True,True,False,False,DLTR,,Normal,Normal_Regime,Normal_Production,DLTR_raw.csv,
2024-08-31,7372700000,215800000.0,0.0292701452656421,84.48999786376953,214944000.0,18160618100.83,774133500.0,0,0.0292701452656421,,215799999.9999995,0.0,215799999.9999995,7156900000.000001,10013784600.830002,1.537497813415026,0.0301527197529655,0.0,0.1081660355740613,1.399179058087999,17311876334.05,0.0124654310044689,80.2218551160799,-7298091733.219997,-0.4215656115140846,0.0287201370024958,-0.006786200005551,True,True,True,True,DLTR,C4,C4,Speculative_Regime,Partial_Absorption,DLTR_raw.csv,
2024-11-30,7561700000,333400000.0,0.0440906145443484,71.2699966430664,215686000.0,15371940495.96,793978500.0,0,0.0440906145443484,,333399999.9999993,0.0,333399999.9999993,7228300000.000001,7016261995.959999,1.1266328868419957,0.0461242615829447,0.0,0.1098430474662092,0.9706655777928418,10013784600.830002,0.0332941054047003,30.03534673314344,-2997522604.8700027,-0.2993396327519917,0.1000923886710994,0.0099763864242898,False,True,True,False,DLTR,C4,Normal,Normal_Regime,Normal_Production,DLTR_raw.csv,
2025-02-28,4996700000,,,72.86000061035156,215039008.0,15667742254.13,524653500.0,0,,,,0.0,,,,,,,,,7016261995.959999,0.0,inf,,,0.0,,False,False,False,False,DLTR,,Normal,Normal_Regime,Normal_Production,DLTR_raw.csv,
2025-05-31,4636500000,384100000.0,0.0828426614903483,90.26000213623048,210148000.0,18967958928.92,486832500.0,0,0.0828426614903483,,384099999.9999999,0.0,384099999.9999999,4252400000.0,13844626428.919998,3.460530272062835,0.0903254632678016,0.0,0.1144841736431191,3.255720635151914,,0.0,inf,,,0.0,,True,True,False,False,DLTR,,Normal,Normal_Regime,Normal_Production,DLTR_raw.csv,
